len_payload,num_special_chars,has_http,num_script_tags,num_iframe_tags,num_img_tags,num_svg_tags,num_body_tags,has_javascript_protocol,has_alert,has_onerror,has_onload,has_onmouseover,has_onclick,has_eval,Label
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
40,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
103,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
95,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
45,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
618,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
45,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
108,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
37,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
303,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
70,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
77,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
72,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
59,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
45,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
93,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
79,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
